,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,result
1410,150,1301,267,54.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2947,0,1670,37,28.0,0,1188.0,0.0,595.0,33.0,158.0,56,38,0
3267,59,557,174,39.0,1,735.0,0.0,664.0,96.0,129.0,42,31,0
1192,0,3048,305,39.0,0,0.0,0.0,0.0,-999.0,973.0,76,72,1
726,121,2479,49,23.0,1,550.0,0.0,580.0,31.0,0.0,56,38,0
529,89,1248,17,43.0,1,1121.25,0.0,689.0,72.0,0.0,55,61,0
8,60,1592,83,31.0,0,380.64,0.0,684.0,20.0,0.0,16,20,0
2272,96,779,219,28.0,0,1350.0,0.0,288.0,104.0,159.0,56,38,0
585,30,2311,300,33.0,0,509.6,0.0,725.0,18.0,106.0,56,38,0
1234,0,2131,256,47.0,1,0.0,0.0,0.0,-999.0,544.0,56,51,1
961,47,3234,211,24.0,1,544.59,0.0,777.0,24.0,249.0,56,51,0
51,0,2060,285,71.0,0,0.0,0.0,0.0,-999.0,569.0,77,54,1
1875,1,1512,256,43.0,0,0.0,0.0,0.0,-999.0,75.0,56,51,1
1096,0,3445,163,50.0,1,1068.0,0.0,661.0,200.0,460.0,42,33,0
2182,60,1483,303,44.0,1,15500.0,0.0,562.0,-999.0,1.0,56,15,0
4447,40,27,144,39.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
4014,0,1307,204,60.0,0,0.0,0.0,0.0,-999.0,476.0,19,36,1
3343,30,3564,239,42.0,1,3000.0,0.0,965.0,87.0,0.0,56,38,0
1345,0,3130,146,50.0,1,800.8,0.0,765.0,34.0,442.0,56,38,0
3826,0,266,267,61.0,0,0.0,0.0,779.0,-999.0,598.0,56,38,1
4292,0,1638,144,48.0,0,1200.0,0.0,703.0,24.0,198.0,56,51,0
2414,0,1815,310,47.0,1,0.0,0.0,0.0,-999.0,0.0,76,71,1
3956,0,1290,267,29.0,1,2500.0,0.0,689.0,50.0,631.0,56,38,0
2124,0,1815,277,30.0,1,0.0,0.0,705.0,-999.0,560.0,56,38,1
1118,60,3564,8,31.0,1,657.95,0.0,434.0,71.0,2.0,56,51,0
1188,30,450,216,31.0,1,1785.0,0.0,849.0,29.0,155.0,55,70,0
838,30,1175,316,37.0,0,600.0,0.0,0.0,24.0,5.0,56,2,0
3875,0,2257,54,48.0,0,7000.0,0.0,0.0,144.0,120.0,2,72,0
394,152,518,34,48.0,1,571.96,0.0,583.0,72.0,0.0,56,51,0
4847,30,1515,145,39.0,0,1500.0,0.0,659.0,66.0,0.0,56,2,0
1455,0,2274,83,50.0,0,846.42,0.0,866.0,65.0,582.0,16,20,0
1818,0,3126,211,24.0,1,0.0,0.0,425.0,-999.0,122.0,56,51,1
157,0,548,30,57.0,1,1856.03,0.0,853.0,253.0,161.0,18,59,0
1244,0,27,195,75.0,1,0.0,0.0,0.0,-999.0,760.0,21,45,1
2426,30,2937,33,39.0,1,0.0,0.0,431.0,-999.0,75.0,56,51,1
1945,0,648,35,39.0,1,0.0,0.0,580.0,-999.0,679.0,56,38,1
2335,0,3564,8,59.0,1,0.0,0.0,0.0,-999.0,300.0,56,51,1
1658,30,1675,83,37.0,0,1854.5,0.0,719.0,111.0,0.0,16,20,0
4541,0,2541,106,29.0,1,0.0,0.0,0.0,-999.0,313.0,56,49,1
1130,66,3564,146,35.0,1,0.0,0.0,0.0,-999.0,1.0,56,38,1
4696,60,3564,35,35.0,0,0.0,0.0,807.0,-999.0,0.0,56,38,1
154,0,3094,63,47.0,0,0.0,0.0,0.0,-999.0,212.0,15,72,1
3636,60,2136,300,44.0,1,1650.0,0.0,774.0,42.0,119.0,56,38,0
2143,0,2192,239,37.0,1,586.36,0.0,357.0,53.0,430.0,56,38,0
4736,30,3537,239,36.0,0,2263.56,0.0,777.0,84.0,4.0,56,38,0
1874,30,3564,82,47.0,1,1355.0,0.0,429.0,85.0,1.0,56,38,0
1141,0,2197,52,51.0,1,0.0,0.0,728.0,-999.0,731.0,77,54,1
4628,0,3564,146,62.0,1,0.0,0.0,0.0,-999.0,371.0,56,38,1
1331,0,2552,146,38.0,1,0.0,0.0,769.0,-999.0,541.0,56,38,1
3377,0,2448,35,36.0,0,0.0,0.0,665.0,-999.0,315.0,56,38,1
2958,8,3564,285,40.0,0,0.0,0.0,0.0,-999.0,492.0,77,54,1
958,66,2826,83,35.0,1,0.0,0.0,0.0,-999.0,0.0,16,20,1
4407,30,818,150,31.0,0,0.0,0.0,0.0,-999.0,0.0,16,8,1
2985,149,3044,300,56.0,1,530.4,0.0,0.0,44.0,110.0,56,38,0
2378,30,3240,311,22.0,1,0.0,0.0,0.0,-999.0,11.0,56,2,1
1592,0,2634,81,30.0,1,1168.62,0.0,790.0,62.0,244.0,21,19,0
4850,0,1291,216,40.0,0,0.0,0.0,0.0,-999.0,0.0,55,70,1
2924,63,3422,35,37.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1452,30,945,73,39.0,0,530.0,0.0,893.0,82.0,1.0,39,17,0
1758,186,2376,145,51.0,0,0.0,0.0,0.0,-999.0,0.0,56,2,1
1932,0,2590,300,38.0,1,0.0,0.0,537.0,-999.0,410.0,56,38,1
4656,20,2370,219,65.0,0,0.0,0.0,0.0,-999.0,106.0,56,38,1
1378,0,1317,271,54.0,1,6351.7,0.0,975.0,291.0,553.0,39,17,0
4753,33,3359,267,40.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
89,30,1815,135,54.0,1,580.0,0.0,551.0,87.0,0.0,56,26,0
680,0,1661,28,25.0,0,524.3,0.0,823.0,41.0,352.0,21,19,0
2449,66,2366,26,41.0,0,0.0,0.0,0.0,-999.0,1.0,56,26,1
3395,0,1596,37,33.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1332,0,2579,285,59.0,1,0.0,0.0,0.0,-999.0,598.0,77,54,1
798,30,3564,146,40.0,1,1200.0,0.0,574.0,36.0,106.0,56,38,0
3731,516,3564,146,32.0,1,639.36,0.0,840.0,84.0,0.0,56,38,0
3614,5,1815,198,40.0,1,2334.0,0.0,0.0,105.0,582.0,26,43,0
234,0,2705,140,26.0,0,619.84,0.0,492.0,57.0,405.0,58,18,0
4801,60,3534,208,31.0,1,800.0,0.0,850.0,16.0,0.0,21,19,0
1977,5,2056,196,68.0,0,0.0,0.0,0.0,-999.0,281.0,56,51,1
1393,165,3166,300,25.0,1,700.0,0.0,627.0,9.0,0.0,56,38,0
3153,30,3564,81,28.0,1,593.28,0.0,795.0,24.0,50.0,21,19,0
4095,89,3564,135,24.0,0,469.26,0.0,0.0,67.0,0.0,56,26,0
2753,30,1695,267,31.0,0,2000.0,4000.0,907.0,66.0,1.0,56,38,0
625,0,2223,75,33.0,1,0.0,0.0,0.0,-999.0,624.0,21,19,1
2286,90,1964,267,40.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2250,60,3564,17,35.0,0,650.0,0.0,975.0,28.0,0.0,55,61,0
1610,0,2358,144,41.0,1,13600.0,0.0,898.0,62.0,443.0,56,51,0
3726,0,871,167,62.0,1,447.84,0.0,892.0,136.0,237.0,56,38,0
223,0,1870,256,48.0,1,1270.0,0.0,952.0,175.0,51.0,56,51,0
2392,60,1815,69,46.0,0,2180.0,0.0,298.0,-999.0,0.0,56,15,0
1412,63,1912,51,27.0,1,600.0,0.0,856.0,60.0,264.0,56,10,0
1140,0,452,37,40.0,1,1785.0,0.0,916.0,25.0,877.0,56,38,0
150,90,1815,219,37.0,0,1100.0,0.0,747.0,105.0,203.0,56,38,0
4822,30,915,242,33.0,1,1061.94,0.0,399.0,98.0,500.0,58,18,0
4882,89,2796,256,30.0,1,4000.0,0.0,768.0,162.0,0.0,56,51,0
2735,35,56,81,60.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
2547,0,19,317,74.0,0,0.0,0.0,0.0,-999.0,569.0,16,8,1
1763,61,2584,213,22.0,0,600.0,0.0,725.0,22.0,144.0,56,38,0
4483,0,2274,155,48.0,0,0.0,0.0,0.0,-999.0,0.0,77,27,1
1550,121,235,145,33.0,1,700.0,0.0,610.0,84.0,0.0,58,2,0
3902,30,1815,15,66.0,1,2568.0,0.0,944.0,-999.0,0.0,77,35,0
4066,0,3004,146,33.0,0,2600.0,0.0,882.0,35.0,133.0,56,38,0
1395,63,1815,216,34.0,1,0.0,0.0,0.0,-999.0,0.0,55,70,1
1728,0,564,175,60.0,0,0.0,0.0,0.0,-999.0,481.0,42,31,1
1293,0,3564,146,29.0,0,1050.0,0.0,605.0,13.0,0.0,56,38,0
498,33,2829,256,51.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
3251,31,2325,10,37.0,1,2700.0,0.0,740.0,128.0,104.0,56,38,0
67,0,3209,312,32.0,1,1280.0,0.0,718.0,80.0,0.0,56,51,0
701,0,1527,144,65.0,1,3599.12,0.0,942.0,270.0,448.0,56,51,0
1735,15,1476,213,24.0,0,750.0,0.0,588.0,16.0,355.0,56,38,0
4856,5,1991,33,54.0,0,432.64,0.0,0.0,50.0,26.0,56,51,0
4771,33,14,34,45.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
703,0,1145,69,42.0,1,530.4,0.0,549.0,29.0,111.0,56,15,0
3473,30,1548,145,25.0,1,650.0,0.0,611.0,13.0,0.0,56,2,0
1713,0,3020,146,52.0,1,0.0,0.0,0.0,-999.0,653.0,56,38,1
3410,33,2470,35,38.0,1,0.0,0.0,0.0,-999.0,324.0,56,38,1
4376,33,3564,26,31.0,1,0.0,0.0,0.0,-999.0,0.0,56,26,1
3168,0,1933,10,44.0,0,0.0,0.0,761.0,-999.0,647.0,56,38,1
3365,0,3138,221,28.0,0,750.0,0.0,712.0,17.0,78.0,56,38,0
2943,50,2056,10,64.0,0,0.0,0.0,0.0,-999.0,9.0,56,38,1
841,66,3564,316,37.0,1,450.05,0.0,474.0,66.0,0.0,58,2,0
225,30,3564,316,38.0,0,1232.8,0.0,688.0,120.0,106.0,56,2,0
1890,0,2006,4,55.0,1,0.0,0.0,0.0,-999.0,490.0,16,16,1
595,30,3214,290,40.0,0,632.32,0.0,874.0,61.0,0.0,77,55,0
145,30,3215,267,44.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2079,10,217,311,49.0,0,0.0,0.0,0.0,-999.0,47.0,56,2,1
3497,270,1082,146,39.0,0,6961.25,0.0,417.0,96.0,0.0,56,38,0
9,152,1254,300,31.0,1,550.0,0.0,520.0,36.0,148.0,56,38,0
3930,0,2723,146,40.0,1,0.0,0.0,694.0,-999.0,738.0,56,38,1
3398,121,1815,66,38.0,1,2056.16,0.0,766.0,90.0,409.0,56,13,0
1774,0,2467,216,57.0,1,0.0,0.0,688.0,-999.0,606.0,55,70,1
2528,89,2083,135,25.0,0,491.0,0.0,0.0,89.0,0.0,56,26,0
2906,101,577,37,43.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
1409,0,346,146,52.0,0,913.41,0.0,591.0,222.0,147.0,56,38,0
3645,30,1261,277,36.0,1,575.0,0.0,0.0,115.0,11.0,56,38,0
1721,0,27,34,73.0,1,0.0,0.0,0.0,-999.0,538.0,56,51,1
4704,0,360,146,54.0,0,2026.0,0.0,868.0,306.0,194.0,56,38,0
4,0,542,219,32.0,0,1300.0,0.0,688.0,23.0,724.0,56,38,0
3752,33,1815,83,57.0,1,0.0,0.0,0.0,-999.0,323.0,16,20,1
3361,30,3097,145,32.0,1,900.0,0.0,683.0,38.0,176.0,56,2,0
4299,0,3564,267,32.0,0,0.0,0.0,0.0,-999.0,224.0,56,38,1
314,0,3564,321,0.0,2,0.0,0.0,0.0,-999.0,411.0,81,72,1
3364,121,3367,278,48.0,1,604.96,0.0,761.0,29.0,0.0,56,2,0
3428,0,3011,267,40.0,1,0.0,0.0,0.0,-999.0,290.0,56,38,1
2056,60,1867,83,61.0,0,0.0,0.0,0.0,-999.0,645.0,16,20,1
1518,0,1385,29,43.0,1,850.0,0.0,583.0,157.0,473.0,21,19,0
1333,0,3010,300,36.0,0,1636.73,0.0,822.0,87.0,436.0,56,38,0
4605,0,628,35,56.0,1,0.0,0.0,0.0,-999.0,406.0,56,38,1
2146,0,266,267,57.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
287,211,1874,300,33.0,0,3542.55,0.0,840.0,78.0,0.0,56,38,0
1984,0,2616,140,30.0,1,1405.0,0.0,851.0,84.0,299.0,56,26,0
2107,33,3564,35,39.0,1,0.0,0.0,0.0,-999.0,229.0,56,38,1
1365,40,3259,83,65.0,1,0.0,0.0,0.0,-999.0,0.0,16,20,1
991,0,765,219,31.0,0,0.0,0.0,789.0,-999.0,474.0,56,38,1
2579,63,1085,267,23.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
4561,0,820,167,50.0,0,2202.0,0.0,970.0,253.0,601.0,56,38,0
4517,0,3564,321,0.0,2,1880.0,0.0,946.0,164.0,851.0,81,72,0
4766,180,915,221,28.0,0,1000.0,0.0,732.0,12.0,153.0,56,38,0
1425,93,2702,49,46.0,1,0.0,0.0,0.0,-999.0,290.0,56,38,1
3389,0,849,221,47.0,1,769.6,0.0,867.0,185.0,90.0,56,38,0
3238,0,253,140,57.0,0,488.8,0.0,488.0,62.0,555.0,56,26,0
62,30,822,81,49.0,1,918.0,0.0,857.0,128.0,1.0,21,19,0
3094,0,3564,28,50.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
1832,0,450,35,32.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
284,89,1095,300,39.0,0,669.5,0.0,469.0,71.0,0.0,56,38,0
3556,121,3007,17,31.0,0,624.0,0.0,457.0,63.0,0.0,58,2,0
912,30,2304,34,51.0,1,1689.78,0.0,578.0,111.0,3.0,56,51,0
3873,30,2805,211,33.0,0,491.0,0.0,488.0,75.0,7.0,56,51,0
2682,0,1132,221,21.0,0,650.0,0.0,685.0,12.0,560.0,56,38,0
1603,0,973,146,31.0,1,3110.8,0.0,568.0,44.0,698.0,56,38,0
1760,121,1725,239,40.0,0,0.0,0.0,0.0,-999.0,159.0,56,38,1
4082,5,16,87,80.0,1,0.0,0.0,0.0,-999.0,565.0,16,16,1
664,0,1972,315,40.0,0,750.0,250.0,916.0,79.0,624.0,56,10,0
3527,152,2778,300,35.0,1,530.4,0.0,710.0,33.0,0.0,56,38,0
2960,0,1602,145,44.0,1,0.0,0.0,583.0,-999.0,624.0,56,2,1
1268,5,943,10,61.0,1,0.0,0.0,0.0,-999.0,580.0,56,38,1
25,33,3564,267,29.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2464,331,1815,219,49.0,1,600.0,0.0,674.0,125.0,275.0,56,38,0
265,0,3212,219,27.0,1,0.0,0.0,651.0,-999.0,460.0,56,38,1
3877,0,945,175,52.0,0,1249.7,0.0,705.0,10.0,0.0,42,31,0
355,96,1829,316,43.0,1,0.0,0.0,0.0,-999.0,0.0,56,2,1
4184,0,1815,35,38.0,1,0.0,0.0,658.0,-999.0,445.0,56,38,1
716,0,2379,167,30.0,0,717.6,0.0,0.0,87.0,617.0,56,38,0
2443,0,3115,37,35.0,1,2600.0,0.0,870.0,137.0,411.0,56,38,0
4533,0,31,34,77.0,1,0.0,0.0,0.0,-999.0,786.0,56,51,1
1119,30,3172,209,60.0,1,2200.0,0.0,0.0,84.0,166.0,56,2,0
922,90,800,146,44.0,0,11516.33,0.0,700.0,-999.0,357.0,56,38,0
2882,33,1559,219,32.0,1,0.0,0.0,578.0,-999.0,307.0,56,38,1
4908,0,2806,17,36.0,0,530.4,0.0,591.0,22.0,249.0,55,61,0
280,0,2056,10,64.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
1218,150,1992,14,49.0,1,0.0,0.0,0.0,-999.0,221.0,45,72,1
3144,0,576,17,74.0,1,0.0,0.0,0.0,-999.0,538.0,55,61,1
2102,30,2982,37,26.0,1,557.44,0.0,0.0,27.0,1.0,56,38,0
768,121,1815,8,31.0,1,2265.33,0.0,0.0,108.0,0.0,56,51,0
2706,91,915,154,35.0,1,975.52,0.0,667.0,19.0,0.0,16,8,0
1762,180,3564,53,37.0,1,0.0,0.0,0.0,-999.0,0.0,56,10,1
2306,0,1711,37,35.0,1,0.0,0.0,614.0,-999.0,379.0,56,38,1
2290,30,1583,229,28.0,1,636.0,0.0,604.0,33.0,1.0,56,26,0
4492,15,261,33,32.0,0,0.0,0.0,532.0,-999.0,250.0,56,51,1
4053,0,1793,69,26.0,1,840.59,0.0,764.0,64.0,555.0,56,15,0
3948,0,138,37,55.0,1,0.0,0.0,682.0,-999.0,446.0,56,38,1
4159,0,573,277,42.0,0,999.0,0.0,594.0,120.0,335.0,56,38,0
4409,30,1371,17,32.0,1,475.0,0.0,646.0,24.0,1.0,55,61,0
1324,0,3032,213,52.0,0,474.24,0.0,790.0,30.0,230.0,56,38,0
647,5,3564,316,42.0,0,0.0,0.0,0.0,-999.0,22.0,56,2,1
1483,30,1512,265,26.0,1,1385.0,0.0,479.0,56.0,0.0,56,38,0
1337,152,1815,146,37.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2152,30,1220,238,38.0,1,802.56,0.0,516.0,32.0,128.0,16,5,0
411,0,2419,211,31.0,0,0.0,0.0,0.0,-999.0,94.0,56,51,1
2323,0,2459,8,35.0,0,2061.32,0.0,707.0,-999.0,262.0,56,51,0
2062,59,2719,239,36.0,0,0.0,0.0,0.0,-999.0,5.0,56,38,1
1565,91,2684,146,26.0,1,600.0,0.0,0.0,7.0,110.0,56,38,0
4918,91,1544,285,33.0,1,0.0,0.0,0.0,-999.0,488.0,77,54,1
1389,152,2963,259,28.0,1,476.66,0.0,798.0,49.0,0.0,21,19,0
2188,0,1313,17,40.0,0,0.0,0.0,687.0,-999.0,322.0,58,2,1
3385,33,1674,27,43.0,0,0.0,0.0,0.0,-999.0,81.0,56,26,1
2075,30,3320,256,31.0,1,950.0,0.0,631.0,57.0,0.0,56,51,0
3750,0,1246,83,55.0,1,4152.66,0.0,785.0,109.0,169.0,16,20,0
3493,0,1592,88,27.0,1,488.8,0.0,648.0,50.0,302.0,16,21,0
952,30,272,267,50.0,1,36250.0,0.0,0.0,496.0,193.0,56,38,0
2048,91,1815,174,40.0,0,0.0,0.0,0.0,-999.0,211.0,42,31,1
2042,30,239,300,24.0,0,557.44,0.0,488.0,20.0,0.0,56,38,0
3444,121,266,99,35.0,0,2378.75,0.0,547.0,-999.0,0.0,42,31,0
3935,60,3564,256,40.0,1,0.0,0.0,0.0,-999.0,500.0,56,51,1
517,33,1982,81,46.0,0,1400.0,0.0,650.0,100.0,106.0,21,19,0
4631,0,1815,73,54.0,1,4000.0,0.0,438.0,-999.0,650.0,39,17,0
476,41,2869,167,29.0,1,530.2,0.0,590.0,35.0,110.0,56,38,0
544,0,337,219,44.0,1,0.0,0.0,0.0,-999.0,228.0,56,38,1
3055,0,1815,285,37.0,1,3083.33,0.0,629.0,66.0,634.0,77,54,0
214,5,2065,33,72.0,1,0.0,0.0,547.0,-999.0,56.0,56,51,1
3423,33,1815,210,25.0,1,2623.0,0.0,0.0,90.0,265.0,39,37,0
1216,121,827,221,32.0,1,1200.0,0.0,560.0,10.0,190.0,56,38,0
2578,30,762,35,31.0,0,445.68,0.0,0.0,114.0,0.0,56,38,0
1023,30,3564,82,45.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
1073,0,2589,167,40.0,0,613.85,0.0,750.0,58.0,46.0,56,38,0
2560,90,1839,144,43.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
71,0,603,219,47.0,1,0.0,0.0,0.0,-999.0,427.0,56,38,1
220,66,3564,67,24.0,1,530.4,0.0,506.0,11.0,0.0,6,63,0
58,30,3564,242,35.0,0,520.8,0.0,369.0,96.0,0.0,56,26,0
2345,30,3564,167,28.0,0,1000.0,0.0,622.0,64.0,0.0,56,38,0
3446,0,3564,35,27.0,0,700.0,0.0,604.0,63.0,1.0,56,38,0
738,0,1815,263,33.0,0,4024.87,0.0,572.0,90.0,106.0,56,49,0
2540,0,2154,17,54.0,0,853.07,0.0,765.0,135.0,0.0,55,61,0
1266,30,1987,318,59.0,1,0.0,0.0,0.0,-999.0,0.0,78,72,1
2341,90,2718,28,60.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
393,60,151,167,38.0,0,0.0,0.0,611.0,-999.0,0.0,56,38,1
269,60,689,229,32.0,0,0.0,0.0,0.0,-999.0,0.0,56,26,1
4542,0,3541,37,34.0,0,575.0,0.0,0.0,104.0,91.0,56,38,0
3531,63,3039,49,46.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4615,0,469,239,44.0,0,0.0,0.0,0.0,-999.0,301.0,56,38,1
4833,152,3165,276,26.0,1,565.76,110.88,578.0,14.0,0.0,16,20,0
1208,33,2844,35,39.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2599,0,185,285,29.0,1,441.0,0.0,552.0,120.0,139.0,77,54,0
849,0,2324,10,35.0,0,1456.4,0.0,895.0,99.0,536.0,56,38,0
3748,0,2324,277,47.0,1,0.0,0.0,0.0,-999.0,349.0,56,38,1
3014,0,915,18,47.0,1,0.0,0.0,518.0,-999.0,0.0,16,8,1
1124,0,1819,235,28.0,0,2144.66,0.0,0.0,104.0,668.0,16,21,0
353,60,1592,167,32.0,0,530.4,0.0,0.0,25.0,0.0,56,38,0
2295,5,1604,219,64.0,1,12000.0,0.0,785.0,374.0,441.0,56,38,0
3085,60,1941,81,29.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
4682,0,2289,219,45.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3179,60,319,35,43.0,1,0.0,0.0,0.0,-999.0,283.0,56,38,1
3463,33,2671,73,53.0,1,0.0,0.0,0.0,-999.0,108.0,39,17,1
676,101,1815,37,48.0,0,3292.96,0.0,718.0,146.0,329.0,56,38,0
1447,157,3288,219,53.0,1,2700.0,0.0,975.0,227.0,163.0,56,38,0
2173,30,396,222,63.0,1,0.0,0.0,0.0,-999.0,221.0,19,41,1
2020,0,881,267,46.0,0,840.0,0.0,635.0,27.0,149.0,56,38,0
4200,0,1034,231,32.0,0,0.0,0.0,0.0,-999.0,176.0,18,59,1
1590,0,1042,37,62.0,0,1136.8,0.0,803.0,238.0,650.0,56,38,0
2567,66,2659,285,41.0,0,0.0,0.0,0.0,-999.0,148.0,77,54,1
4029,119,1815,6,37.0,0,0.0,0.0,0.0,-999.0,0.0,16,7,1
3504,123,3564,267,56.0,0,0.0,0.0,0.0,-999.0,359.0,56,38,1
4467,30,2833,17,51.0,0,513.76,0.0,535.0,89.0,1.0,55,61,0
3996,0,2144,239,37.0,0,0.0,0.0,712.0,-999.0,954.0,56,38,1
4431,180,885,66,35.0,1,950.0,0.0,0.0,86.0,0.0,56,13,0
1632,3,344,26,52.0,0,0.0,0.0,691.0,-999.0,880.0,56,26,1
1630,60,1968,267,58.0,0,0.0,0.0,0.0,-999.0,419.0,56,38,1
3275,30,2571,17,32.0,0,600.0,0.0,620.0,83.0,3.0,55,61,0
4414,0,417,256,43.0,0,1300.0,0.0,808.0,79.0,258.0,56,51,0
3206,214,775,17,54.0,1,0.0,0.0,0.0,-999.0,0.0,55,61,1
4102,30,2816,213,47.0,1,500.0,0.0,489.0,249.0,70.0,56,38,0
3027,89,174,17,41.0,0,0.0,0.0,0.0,-999.0,0.0,58,2,1
4974,0,564,167,66.0,1,0.0,0.0,792.0,-999.0,856.0,56,38,1
1527,33,2555,267,45.0,0,2500.0,0.0,670.0,18.0,336.0,56,38,0
1040,0,1865,150,47.0,0,0.0,0.0,694.0,-999.0,638.0,16,8,1
4260,60,3564,145,41.0,0,700.0,0.0,532.0,99.0,0.0,56,2,0
2821,0,383,10,52.0,0,3078.4,0.0,0.0,129.0,65.0,56,38,0
1285,60,1834,88,57.0,0,2845.91,0.0,0.0,158.0,0.0,16,21,0
884,0,257,265,43.0,1,887.19,0.0,537.0,28.0,163.0,56,38,0
1309,60,2984,144,60.0,1,0.0,0.0,751.0,-999.0,285.0,56,51,1
3561,5,2273,2,42.0,0,0.0,0.0,0.0,-999.0,11.0,19,0,1
2108,159,1815,256,48.0,0,0.0,0.0,0.0,-999.0,0.0,56,51,1
3586,89,1548,242,41.0,1,675.0,0.0,769.0,120.0,134.0,58,18,0
243,211,3564,300,48.0,1,560.02,0.0,0.0,58.0,175.0,56,38,0
864,0,3179,35,50.0,1,3500.0,0.0,786.0,186.0,631.0,56,38,0
2711,0,2059,249,69.0,0,0.0,0.0,737.0,-999.0,521.0,56,38,1
3353,0,2795,267,43.0,0,0.0,0.0,795.0,-999.0,668.0,56,38,1
2837,60,266,166,40.0,1,1930.0,0.0,0.0,-999.0,160.0,42,33,0
1769,362,550,316,32.0,0,1200.0,0.0,830.0,72.0,0.0,56,2,0
400,0,3281,146,36.0,1,1456.0,0.0,823.0,94.0,587.0,56,38,0
1786,0,1840,181,55.0,1,15890.0,0.0,975.0,206.0,547.0,39,17,0
694,0,3345,267,49.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4305,131,941,35,78.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
1166,30,3564,167,29.0,0,750.0,0.0,518.0,53.0,162.0,56,38,0
1808,0,973,34,47.0,1,0.0,0.0,771.0,-999.0,619.0,56,51,1
520,5,2008,285,62.0,0,0.0,0.0,0.0,-999.0,369.0,77,54,1
2987,35,1422,239,50.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2714,30,3564,146,30.0,1,914.54,0.0,747.0,93.0,106.0,56,38,0
1838,0,1613,17,40.0,1,1400.0,0.0,611.0,27.0,349.0,58,2,0
4962,43,55,167,44.0,1,0.0,0.0,0.0,-999.0,138.0,56,38,1
2312,60,654,267,43.0,1,7000.0,0.0,820.0,20.0,251.0,56,38,0
472,121,1865,238,59.0,1,2802.0,0.0,647.0,76.0,0.0,16,5,0
4845,30,1137,8,27.0,1,557.01,0.0,0.0,29.0,0.0,56,51,0
2876,522,3308,49,66.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3918,89,693,27,34.0,0,660.0,0.0,686.0,137.0,0.0,56,26,0
1249,0,3201,249,34.0,1,0.0,0.0,0.0,-999.0,587.0,56,38,1
4341,0,2920,28,51.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
1428,60,3564,213,29.0,1,500.0,0.0,566.0,74.0,1.0,56,38,0
3485,103,2132,37,43.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
467,30,3021,17,28.0,1,819.0,0.0,614.0,26.0,51.0,55,61,0
4222,0,1815,62,49.0,1,2373.33,0.0,787.0,186.0,663.0,77,11,0
1983,30,1815,67,47.0,1,3288.33,0.0,677.0,169.0,338.0,6,63,0
3733,30,612,167,39.0,1,0.0,0.0,0.0,-999.0,16.0,56,38,1
4666,180,1597,267,47.0,0,0.0,0.0,0.0,-999.0,399.0,56,38,1
3321,612,3275,10,48.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3989,30,912,83,45.0,1,933.92,0.0,481.0,13.0,106.0,16,20,0
797,96,933,276,47.0,1,941.85,0.0,652.0,56.0,0.0,16,20,0
4637,0,3075,300,32.0,1,0.0,0.0,0.0,-999.0,322.0,56,38,1
4013,0,2329,170,62.0,0,0.0,0.0,975.0,-999.0,706.0,16,20,1
2441,0,1261,201,44.0,1,0.0,0.0,594.0,-999.0,385.0,39,17,1
4992,0,2250,263,32.0,1,530.4,0.0,675.0,49.0,500.0,16,20,0
2405,0,1238,267,64.0,0,10858.0,0.0,639.0,399.0,627.0,56,38,0
2225,121,1815,303,29.0,1,4987.0,0.0,504.0,-999.0,0.0,56,15,0
